element_name,type,parent_element,search_path,occurrence,description,search_path_string,COLUMN_NAME,DATA_TYPE,COLUMN_DEF
ASCT_SW,ChoiceYesNoData_TYPE,ORG_ASCTN_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']",,,
AFLTN_CD,String2,ORG_ASCTN_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']",AFLTN_CD,CHAR,"Unique value that identifies a chain affiliation.  (e.g., joint venture/partnership, wholly owned, leased, manage/related, operated/related, etc.)_x000D_"
PEC_CNTL_ROLE_RLTNSHP,OWNERSHIP_Type,ORG_ASCTN_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']",,,
TITLE_TXT,String35,PEC_CNTL_ROLE_RLTNSHP,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']",TITLE_TXT,VARCHAR2,Title of the associate having a control relationship with the provider._x000D_
PCTG_OWNRSHP_NUM,float,PEC_CNTL_ROLE_RLTNSHP,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']",PCTG_OWNRSHP_NUM,NUMBER,Percentage of ownership of the Medicare provider._x000D_
ACQR_BUY_SW,ChoiceYesNoData_TYPE,PEC_CNTL_ROLE_RLTNSHP,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']",ACQR_BUY_SW,CHAR,Indicates whether the organization solely created to acquire/buy the provider and/or the provider? assets._x000D_
CNTRCT_SRVCS_TXT,String255,PEC_CNTL_ROLE_RLTNSHP,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'PEC_CNTL_ROLE_RLTNSHP']",CNTRCT_SRVCS_TXT,VARCHAR2,Description of contracted services provided to the Medicare provider._x000D_
ASCTN_ADR_TEL,ASCTN_ADR_TEL_TYPE,ORG_ASCTN_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO']",,,
ASCTN_ADR,ADR_TYPE,ASCTN_ADR_TEL,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'ASCTN_ADR_TEL']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN', 'ORG_ASCTN_INFO', 'ASCTN_ADR_TEL']",,,
ORG_ASCTN_INFO,ORG_ASCTN_TYPE,PEC_ENRLMT_ASCTN,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_ENRLMT_ASCTN_LIST', 'PEC_ENRLMT_ASCTN']",,,
CNTRCTR_LIST,CNTRCTR_LIST_TYPE,PEC_AFDVT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']",,,
CNTRCTR_INFO,,CNTRCTR_LIST,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'CNTRCTR_LIST']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'CNTRCTR_LIST']",,,
CNTRCTR_NAME,String100,CNTRCTR_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'CNTRCTR_LIST', 'CNTRCTR_INFO']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'CNTRCTR_LIST', 'CNTRCTR_INFO']",CNTRCTR_NAME,VARCHAR2,Name of Medicare contractor._x000D_
END_DT,DATE_TYPE,CNTRCTR_INFO,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'CNTRCTR_LIST', 'CNTRCTR_INFO']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'CNTRCTR_LIST', 'CNTRCTR_INFO']",END_DT,DATE,Last day the PECOS Associate was associated with this 1099 mailing address._x000D_
MDCR_ID_LIST,MDCR_ID_LIST_TYPE,PEC_AFDVT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT']",,,
PEC_MDCR_NUM,,MDCR_ID_LIST,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST']",,,
MDCR_ID,String15,PEC_MDCR_NUM,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST', 'PEC_MDCR_NUM']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST', 'PEC_MDCR_NUM']",MDCR_ID,VARCHAR2,This number uniquely identifies the applicant as a Medicare provider and/or supplier and is the number used on claim forms._x000D_
MDCR_TYPE_CD,String2,PEC_MDCR_NUM,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST', 'PEC_MDCR_NUM']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST', 'PEC_MDCR_NUM']",MDCR_TYPE_CD,CHAR,"""Unique value that identifies the type of identification number entered.  Example:  NSC or OSCAR, etc.""""""_x000D_"
MDCR_DESC,String30,PEC_MDCR_NUM,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST', 'PEC_MDCR_NUM']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST', 'PEC_MDCR_NUM']",,,
CNTRCTR_DESC,String100,PEC_MDCR_NUM,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST', 'PEC_MDCR_NUM']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'PEC_AFDVT_LIST', 'PEC_AFDVT', 'MDCR_ID_LIST', 'PEC_MDCR_NUM']",,,
CRDNTLS_CD,String3,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",,,
HOSP_DTLS,HOSP_DTLS_Type,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",,,
MDCR_CMPLNC_SW,ChoiceYesNoData_TYPE,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",,,
MDCR_YR_END_CR_DT,String5,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",MDCR_YR_END_CR_DT,CHAR,Medicare Year end cost report date._x000D_
RHHI_PRVDR_SW,ChoiceYesNoData_TYPE,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",,,
RHHI_CNTRCTR_ID,String5,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",RHHI_CNTRCTR_ID,CHAR,Unique number that identifies a Medicare contractor. This is the RHHI contractor id and will only be populated if the RHHI Provider-Based Switch is set to 'Y'._x000D_
FAC_TYPE_CD,String2,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",FAC_TYPE_CD,CHAR,Unique value that identifies a facility type._x000D_
FAC_TYPE_OTHR_TXT,String60,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",FAC_TYPE_OTHR_TXT,VARCHAR2,A textual description of a facility type entered by the applicant that is not listed on the CMS 855A Medicare enrollment application form. This column will only contain a value when the FAC_TYPE_CD is 'O' for other.
CR_DT,DATE_TYPE,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",,,
PHYS_OWN_HOSP_SW,ChoiceYesNoData_TYPE,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",,,
PEC_HOSP_SBGRP_UNIT,PEC_HOSP_SBGRP_UNIT_Type,HOSP_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS']",,,
HOSP_SBGRP_UNIT_END_DT,DATE_TYPE,PEC_HOSP_SBGRP_UNIT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS', 'PEC_HOSP_SBGRP_UNIT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS', 'PEC_HOSP_SBGRP_UNIT']",HOSP_SBGRP_UNIT_END_DT,DATE,The date that the Subgroup or Unit stopped being part of the hospital provider._x000D_
HOSP_SBGRP_UNIT_CD,String3,PEC_HOSP_SBGRP_UNIT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS', 'PEC_HOSP_SBGRP_UNIT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS', 'PEC_HOSP_SBGRP_UNIT']",HOSP_SBGRP_UNIT_CD,CHAR,Defines the type of hospital subgroup or unit associated to a hospital provider._x000D_
HOSP_SBGRP_UNIT_DESC,String80,PEC_HOSP_SBGRP_UNIT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS', 'PEC_HOSP_SBGRP_UNIT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS', 'PEC_HOSP_SBGRP_UNIT']",HOSP_SBGRP_UNIT_DESC,VARCHAR2,"The description of a subgroup/unit that can be associated to a hospital provider. Currently the following subgroups and units exist:General, Acute Care, Children's, Long-Term, Psychiatric Unit, Rehabilitation Unit, Specialty Hospital and Other._x000D_"
HOSP_SBGRP_UNIT_OTHR_TXT,String60,PEC_HOSP_SBGRP_UNIT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS', 'PEC_HOSP_SBGRP_UNIT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'HOSP_DTLS', 'PEC_HOSP_SBGRP_UNIT']",HOSP_SBGRP_UNIT_OTHR_TXT,VARCHAR2,The description of the Subgroup or Unit that is identified as other._x000D_
PEC_SBUNITS,PEC_SBUNIT_Type,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",,,
DEPT_NAME,String35,PEC_SBUNITS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_SBUNITS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_SBUNITS']",DEPT_NAME,VARCHAR2,"Name of sub-unit of the provider that has a separate Medicare Identification number but has not entered into separate provider agreements, such as PPS excluded swing bed units of a hospital._x000D_"
SBUNIT_NPI,String10,PEC_SBUNITS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_SBUNITS']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_SBUNITS']",SBUNIT_NPI,CHAR,The unique number generated by the National Provider system for the requesting provider._x000D_
PEC_HHA_SPCL_RQMT,PEC_HHA_SPCL_RQMT_Type,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",,,
HHA_TYPE_CD,String1,PEC_HHA_SPCL_RQMT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']",HHA_TYPE_CD,CHAR,"Indicates the type of Home Health Agency, e.g., non-profit agency,  proprietary agency._x000D_"
HHA_3_MO_QTY,integer,PEC_HHA_SPCL_RQMT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']",HHA_3_MO_QTY,NUMBER,Total number of visits this Home Health Agency projects it will make in the first 3 months of operation._x000D_
HHA_12_MO_QTY,integer,PEC_HHA_SPCL_RQMT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']",HHA_12_MO_QTY,NUMBER,Total number of visits this Home Health Agency projects it will make in the first 12 months of operation._x000D_
HHA_SBMT_DOC_CD,String1,PEC_HHA_SPCL_RQMT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']",HHA_SBMT_DOC_CD,CHAR,Indicates whether the  Home Health Agency will be submitting financial documentation with this application._x000D_
EFCTV_DATE,DATE_TYPE,PEC_HHA_SPCL_RQMT,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_HHA_SPCL_RQMT']",,,
PEC_IDTF_SUPPLR,PEC_IDTF_SUPLR_Type,ENRLMT_DTLS,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']","minOccurs=0, maxOccurs=unbounded",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS']",,,
MEET_STDS_CD,String1,PEC_IDTF_SUPPLR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_IDTF_SUPPLR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_IDTF_SUPPLR']",,,
STDS_MET_DT,DATE_TYPE,PEC_IDTF_SUPPLR,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_IDTF_SUPPLR']","minOccurs=0, maxOccurs=1",,"['UGE', 'CNTNT', 'MDCR_PRVDR', 'PRVDR', 'ENRLMTS', 'CMS_855O', 'ENRLMT_INFO', 'ENRLMT_DTLS', 'PEC_IDTF_SUPPLR']",,,
