"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1881436681","BRIGHTSTAR CARE OF IL - PULLMAN / CALUMET CITY","3"
"1891951810","Schlenker Chiropractic and Associates","3"
"1922755800","Radiance Health Services","3"
"1932899630","GLL Center LLC","3"
"1932899630","GLL Center, LLC","3"
"1942170089","Northrise Wellness & Rehabilitation","3"
"1982977146","Kerico Health care","3"
"1023592763","Eaton Canyon Dialysis","3"
"1023615606","ECKERDS LTC PHARMACY 101","3"
"1023871639","ResWell","3"
"1023871639","Francisco Navarro, M.D., A Professional Corporation","5"
"1033804265","Treasure Coast Medical","3"
"1033845326","Healing Hands Ministries Trinity Basin Health Center","3"
"1053281121","Aram Dental Studio","3"
"1073483145","CRIMSON HEALTH AND WELLNESS","3"
"1073483145","CRIMSON PRIMARY CARE","3"
"1083360382","Fyzical Therapy & Balance Center","3"
"1124755566","Canyon Gate Cosmetic & Family Dentistry","3"
"1124755566","Coeur d'Alene Family Dentistry","3"
"1124755566","Linder Road Family & Cosmetic Dentistry","3"
"1124755566","Roberts & Hall Dentistry","3"
"1134006489","Psychotherapy with Rosa Guzman, LICSW, LLC","3"
"1134220031","Corewell Health Lakeland Hospitals","3"
"1144532532","Somersworth Physical Therapy","3"
"1164158119","HHM Imaging, LLC","3"
"1174057418","Bedford Physical Therapy","3"
"1174127153","Chamin Ajjan Psychotherapy","3"
"1184804874","Excel Physical Therapy","3"
"1275536344","Corewell Health Zeeland Hospital","3"
"1275536344","SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL","3"
"1396912093","Hampton Physical Therapy of Seabrook","3"
"1427801604","IJM Vision","3"
"1447597430","Exeter Sport & Spine Therapy","3"
"1538843040","HHM Health at Red Bird Youth and Family Center","3"
"1538897343","ECKERDS LTC PHARMACY 103","3"
"1588390736","Synergy Homecare","3"
"1639655996","VICTORY PHARMACY","3"
"1659834422","CMC CANCER SERVICES","3"
"1659834422","CMC Cancer Center","3"
"1659834422","CMC Godwin Healing Center","3"
"1659834422","CONWAY HOSPITAL COMMUNITY SERVICES","4"
"1689396210","Rye Physical Therapy","3"
"1699021345","Portsmouth Physical Therapy","3"
"1700671997","The Wound Pros, Inc","3"
"1730333055","Londonderry Physical Therapy & Sports Medicine","3"
"1750889283","Brunelli Dental Partners - Reno","3"
"1750889283","Brunelli Dental Partners - Sparks","3"
"1750889283","Caughlin Crossing Dentistry","3"
"1750889283","Dental Nation","3"
"1750889283","O'Gara Dental Care","3"
"1750889283","Ronald R Taylor DDS","3"
"1750889283","Signature Smiles","3"
"1750889283","Silverado Family Dental","3"
"1750889283","William Platt DDS","3"
"1760233506","Walgreens #21443","3"
"1871463943","Anarres Therapy","3"
"1922817287","Somersworth Physical Therapy of Dover","3"
"1932820479","ECKERDS LTC PHARMACY 102","3"
"1952088965","Autism Care Therapy","3"
"1962005496","Nashua Physical Therapy","3"
"1063466589","HCA Florida Westside Hospital","3"
"1063470763","Belton Regional Medical Center","3"
"1063786465","HCA Florida Mercy Hospital","3"
"1063796688","Mountainview Hospital Rehab Unit","3"
"1073043592","HCA Houston Healthcare Medical Center","3"
"1073376604","Exemplar Health","3"
"1073550133","TERRE HAUTE REGIONAL HOSPITAL","3"
"1073550166","HENRICO DOCTORS' HOSPITAL","3"
"1083375828","HCA Florida Capital Hospital","3"
"1083668669","Grand Strand Medical Center","3"
"1083997779","HCA Florida Memorial Hospital","3"
"1093397184","NorthCrest Medical Center","3"
"1093437733","HCA Florida Gulf Coast Hospital Inpatient Rehabilitation Center","3"
"1093752057","TriCities Hospital Mental Health and Wellness Center","3"
"1093769044","FAIRVIEW PARK HOSPITAL","3"
"1104870187","MOUNTAINVIEW HOSPITAL","3"
"1104874684","PARKRIDGE MEDICAL CENTER","3"
"1114636354","HCA Houston Healthcare Southeast","3"
"1114964244","HCA Florida Blake Hospital","3"
"1114971660","RIVERSIDE COMMUNITY HOSPITAL","3"
"1124072103","LOS ROBLES HOSPITAL & MEDICAL CENTER","3"
"1124074273","METHODIST HOSPITAL","3"
"1124443478","HCA Healthcare Live Oak Mental Health and Wellness","3"
"1124443478","Low Country Transitions at HCA Healthcare Trident Hospital","3"
"1124443478","Low Country Transitions at Trident Medical Center","3"
"1134166069","METHODIST HOSPITAL","3"
"1134166192","TEXAS ORTHOPEDIC HOSPITAL","3"
"1134172406","Medical City Arlington","3"
"1134187842","RESEARCH MEDICAL CENTER","3"
"1144274770","HCA Florida Woodmont Hospital","3"
"1144274879","HCA Florida Largo Hospital","3"
"1154375129","BAYSHORE MEDICAL CENTER","3"
"1154375129","HCA Houston Healthcare Southeast","3"
"1154375129","HCA Houston Southeast","5"
"1154375129","HCAH Southeast","5"
"1164469243","ST. MARK'S HOSPITAL","3"
"1164476867","HCA Florida South Shore Hospital","3"
"1174493266","Nicole Myers, Licensed Marriage and Family Therapist, P.C.","3"
"1174570683","PARKLAND MEDICAL CENTER","3"
"1174576698","BAYSHORE MEDICAL CENTER","3"
"1174576698","HCA Houston Healthcare Southeast","3"
"1174576698","HCA Houston Southeast","5"
"1174576698","HCAH Southeast","5"
"1174579155","HCA Florida North Florida Hospital","3"
"1184135758","Grand Strand Medical Center","3"
"1295886752","Emmanuel Health Homecare, Inc","3"
"1346338092","Ira A. Priluck, M.D.,P.C.","4"
"1427567379","Gentle Touch Smiles for Kids","3"
"1437038544","Atrium Health Diabetes Prevention","3"
"1437992112","NowPrimary.Care","3"
"1447039623","Rogers Behavioral Health","3"
"1447736509","RXNOVO","3"
"1447736509","TIB LTC","3"
"1447736509","RXNOVO LLC","4"
"1467322545","Certacare Pharmacy (Long-Term Care)","3"
"1528747938","Vital Care of Henderson","3"
"1528886744","Awesomeliving Comfort Care, LLC","3"
"1538973334","LivAssist","3"
"1598475741","UVA Community Health Medical Group, LLC","5"
"1629948716","Shift Health","3"
"1639399132","Heart of Texas Behavioral Health Network","3"
"1679447783","Grand Peaks Dental","3"
"1679459424","Nova Vita Alliance","4"
"1699288142","Rogers Behavioral Health","3"
"1699288142","Rogers Memorial Hospital Inc","3"
"1841164142","Pardeeville Ambulance Service","3"
"1881564979","HAGERSTOWN HEALTHCARE CENTER Communicare","5"
"1932988839","Rogers Behavioral Health","3"
"1982368106","Vital Care Infusion Services","3"
"1053594044","Stillwell Optical","3"
"1073328662","Pathways Therapeutic Day School","3"
"1114464922","RXNOVO","3"
"1114464922","TIB Newark","3"
"1114464922","RXNOVO LLC","4"
"1184163040","Colorado Department of Human Services","5"
"1184661282","SUNRISE HOSPITAL AND MEDICAL CENTER","3"
"1184664039","CJW MEDICAL CENTER","3"
"1194762294","HENRICO DOCTORS' HOSPITAL","3"
"1205880275","Medical City Plano","3"
"1205882396","LEWISGALE HOSPITAL PULASKI","3"
"1215974134","HCA Florida Raulerson Hospital","3"
"1225082209","EASTERN IDAHO REGIONAL MEDICAL CENTER","3"
"1225085871","LEE'S SUMMIT MEDICAL CENTER","3"
"1225513948","Mission Hospital McDowell","3"
"1235495110","Medical City Lewisville","3"
"1245284223","METHODIST HOSPITAL","3"
"1245785567","HCA Florida Oviedo Medical Center","3"
"1255384533","Medical City Lewisville","3"
"1255791885","HCA Houston Healthcare Northwest","3"
"1265132187","HCA HealthONE Sky Ridge Inpatient Physical Rehabilitation","3"
"1265487193","TRISTAR ASHLAND CITY MEDICAL CENTER","3"
"1265862049","Research Psychiatric Center, a campus of Research Medical Center","3"
"1275570376","LEWISGALE HOSPITAL MONTGOMERY","3"
"1275573123","CJW MEDICAL CENTER","3"
"1275580938","HCA Houston Healthcare West","3"
"1275866584","Spotsylvania Regional Medical Center","3"
"1285671248","TriCities Hospital","3"
"1285681908","HCA Florida Lake Monroe Hospital","3"
"1285688234","FAIRVIEW PARK HOSPITAL","3"
"1285688267","REGIONAL MEDICAL CENTER OF SAN JOSE","3"
"1285803312","HCA Florida Largo Hospital","3"
"1366808883","Garden Grove Family Optometry","3"
"1366814329","Miracle Ear","3"
"1396157970","Focus Psychiatry","3"
"1477423572","Vision Now","3"
"1497841654","MED CENTER PHARMACY","3"
"1548819923","Catalyst Naturopathics","3"
"1548819923","Octavian Natural Health","3"
"1578625190","ALLERGY & ENT ASSOCIATES PLLC","3"
"1578625190","Allergy & ENT Associates","3"
"1578625190","Austin Family Allergy & Asthma","3"
"1578625190","Austin Family Allergy and Asthma","3"
"1669747655","Boca Raton Artificial Kidney Center","3"
"1730134586","THE CENTER FOR HEALTH CARE SERVICES","3"
"1831236009","Imagine","3"
"1841449584","Orthopaedic Specialists of Dallas","3"
"1851928279","Pioneer Phamily Pharmacy","3"
"1922518059","Southern Delaware Dental Specialists","3"
"1972473080","ALAN CHEN, M.D., INC., P.S.","3"
"1083489678","GIA Institute of Psychotherapy","3"
"1083489678","GIA Institute of Psychotherapy","5"
"1104686427","Symbii Davis Home Health","3"
"1164250304","BRIGHTSTAR CARE OF ARLINGTON","3"
"1174082713","Rula M Shalabi, DMD PA","4"
"1174082713","Holly Tree","5"
"1235006842","SINGLE SOLUTION SUPPORT SERVICES","3"
"1487379475","Noir Well Health","3"
"1639939978","Symbii Davis Hospice","3"
"1659241685","Trusted Nurse Homecare","3"
"1760884951","South County Counseling","5"
"1821366121","allentown pharmacy inc","3"
"1861222754","N/A","3"
"1013638097","California Birth Center","3"
"1477598563","JMC Pharmacy, Inc. - Farmacia Latina","3"
"1548737554","California Birth Center","3"
"1003175043","Reading Hospital Internal Medicine Practice","3"
"1003450420","St. Christopher's Pediatric Associates Immunology HIV - E. Erie Avenue","3"
"1013507565","St Christophers Pediatric Associates Occupational Therapy E Erie Avenu","3"
"1013507565","St. Christopher's Pediatric Associates Occupational Therapy Jenkintown","3"
"1124998174","LifeEvac 5","5"
"1184252751","Mount St. Mary's Professional Services","3"
"1235009283","Counseling Associates","3"
"1306716352","JHU - MEDICINE/ID - PROVIDER TYPE: 20","3"
"1568090660","Sisters of Charity Professional Services","3"
"1649341934","Emergency Medicine Pottstown Tower Health Medical Group","3"
"1649341934","Family Medicine Douglassville Tower Health Medical Group","3"
"1649341934","Family Medicine Pottstown Tower Health Medical Group","3"
"1649341934","Hospitalists Pottstown Tower Health Medical Group","3"
"1649341934","Internal Medicine Collegeville Tower Health Medical Group","3"
"1649341934","Neurology Limerick Linfield-Trappe Road Tower Health Medical Group","3"
"1649341934","Pottstown Pathology","3"
"1649341934","Psychiatry Collegeville Tower Health Medical Group","3"
"1649341934","Surgery Pottstown Tower Health Medical Group","3"
"1770453722","Root & Rise Integrative Psychiatry","3"
"1932917713","Serenity at Summit","3"
"1013156207","Weymouth Physical Therapy","3"
"1013807981","SummerHills Dental","3"
"1023413960","Brentwood Detox","3"
"1023413960","Sunrise Detox Brentwood LLC","3"
"1033450424","Pediatrics - Tower Health Medical Group","3"
"1033450424","Pediatrics Wyomissing Tower Health Medical Group","3"
"1033753405","St. Christopher's Pediatric Associates Radiology - E. Erie Avenue","3"
"1033753439","St. Christopher's Pediatric Associates Gastroenterology - Jenkintown","3"
"1043688039","Alliance Physical Therapy","3"
"1053180943","Blue Heron Integrative Psychiatry","3"
"1053281014","Integrea Community Mental Health System","3"
"1063881803","STOP & SHOP PHARMACY 2581","3"
"1083916787","Dynamic Therapy","3"
"1093133241","INTEGRIS Pharmacy 4176","3"
"1093262248","Memorial Division of Kidney Transplant","3"
"1093690554","RKM at Lewis Vincent Elementary","3"
"1104060805","Blue Hills Sports & Spine of Plymouth","3"
"1104627926","Atrium Health Stanly","3"
"1134210115","South Windsor Physical Therapy Plus","3"
"1144019399","West Eugene Treatment Center","3"
"1174493126","Powerback Rehabilitation","3"
"1194368167","ST CHRISTOPHER'S HOSPITAL FOR CHILDREN- ACUTE CARE","3"
"1194369504","St. Christopher's Pediatric Associates Plastic Surgery - Sewell","3"
"1194883306","Reading Hospital Family Health Care Center","3"
"1205706264","JHU - DERMATOLOGY - PROVIDER TYPE 20 - PHYSCIAN","3"
"1215200175","Pediatric Hospitalist - Tower Health Medical Group","3"
"1215200175","Pediatric Hospitalists Reading Tower Health Medical Group","3"
"1225106487","Psychiatry West Reading 5th Ave Tower Health Medical Group","3"
"1225106487","Psychiatry Wyomissing Papermill Rd Tower Health Medical Group","3"
"1225593700","Biddeford Physical Therapy","3"
"1225755952","St. Christopher's Pediatric Associates Gastroenterology Grings Hill Rd","3"
"1235773458","St. Christopher's Pediatric Associates General Surgery - Jenkintown","3"
"1235776790","Gynecology Exeter DeMoss Rd Tower Health Medical Group","3"
"1235776790","Gynecology Exeter Tower Health Medical Group","3"
"1235940388","Waypoint Physical Therapy","3"
"1245321157","Hospitalist Services - Tower Health Medical Group","3"
"1245321157","Hospitalists Reading Tower Health Medical Group","3"
"1245321157","Hospitalists Wellness Way Tower Health Medical Group","3"
"1245321157","Hospitalists Wyomissing Tower Health Medical Group","3"
"1245874460","St. Christopher's Pediatric Associates Endocrinology - Newtown Yardley","3"
"1245874460","St. Christopher's Pediatric Associates Endocrinology - Yardley","3"
"1255201208","JHU - WILMER EYE INSTITUTE - PROVIDER TYPE: 12","3"
"1255497525","INTEGRIS PHARMACY 4190","3"
"1306667449","Allhearts home health care","3"
"1306720529","Sandusky Rapid Care","3"
"1316817372","JHU-KNOLL DRIVE STE 390 -PROVIDER TYPE:  20-PHYSICIAN","3"
"1336695154","Delta Physical Therapy","3"
"1356769509","INTEGRIS Pharmacy 4177","3"
"1396583068","Homeplace Clinic Salyersville","3"
"1407726466","JHU - OB/GYN - PROVIDER TYPE: 20","3"
"1417700972","M-PACK","5"
"1427009513","Atlantic Physical Therapy","3"
"1437247095","Advanced Physical Therapy","3"
"1437312642","PEARLE VISION #1470","3"
"1497843056","The Hills Physical Therapy","3"
"1508562455","Accel Physical Therapy at Topsham","3"
"1538036041","Lifeline Legacy LLC","5"
"1558573410","Mercy Emergency Medical Services","3"
"1578358180","Novant Health Imaging Caldwell","3"
"1598560591","INTEGRIS PHARMACY 4191","3"
"1629769393","INTEGRIS Pharmacy 4175","3"
"1629948674","BalanceRx","3"
"1639867583","Breakthrough Physical Therapy","3"
"1659417004","Mi Farmacia","3"
"1669023362","Quincy Physical Therapy","3"
"1669348991","Atrium Health Cleveland","3"
"1699645655","JHU - WILMER EYE INSTITUTE - PROVIDER TYPE: 20","3"
"1730055054","Atrium Health Lincoln","3"
"1740081553","Atrium Health Stanly Behavioral Health","3"
"1861843716","Spine and Sports Physical Therapy","3"
"1891596607","Atrium Health Anson","3"
"1912043605","Envisage","3"
"1922893551","Novant Health Imaging Knollwood","3"
"1932994571","Novant Health Imaging Park & Trail","3"
"1952001976","Elite Rehab Eclectic","3"
"1952796682","INTEGRIS Pharmacy 4174","3"
"1962372920","Ro'Linder Wright","5"
"1962630681","Basalt Wellness Center","3"
"1972398592","Novant Health Imaging Summit Crossing","3"
"1992133169","MIDWESTERN VISION CENTER","3"
"1992675953","JHU-5450 KNOLL NORTH DR STE 300-PROVIDER TYPE: 20-PHYSICIAN","3"
"1003972084","Highbar","3"
"1013583426","Highbar","3"
"1023039187","INTEGRIS HEALTH JIM THORPE REHABILITATION","3"
"1023818093","Highbar","3"
"1023988193","JHU-5300 ALPHA COMMONS DR FL4-PROVIDER TYPE:20-PHYSICIAN","3"
"1124860648","Lexington Surgery Center","3"
"1154976967","Highbar","3"
"1174884258","Pain and Spine Specialists of Florida","3"
"1174884258","Pain and Spine Specialists of Ohio","3"
"1174884258","Pain and Spine Specialists of Pennsylvania","3"
"1174884258","Pain and Spine Specialists of Virginia","3"
"1205454808","Incura","3"
"1205714896","The Broadway Clinic by WHG","3"
"1245942564","Highbar","3"
"1255889077","Highbar","3"
"1265013155","St. Christopher's Pediatric Associates Orthopedics - Grings Hill Rd","3"
"1265160501","Bon Secours Urgent Care LLC","3"
"1265980080","Highbar","3"
"1275043770","Granite Ridge Home Health Care","3"
"1275814337","INTEGRIS Pharmacy 4187","3"
"1285194753","Reading Hospital Case Managers","3"
"1285278416","St. Christopher's Pediatric Associates Orthopedics - E. Erie Avenue","3"
"1285355420","Reading Hospital Weight Loss Surgery and Wellness Center","3"
"1295379295","St. Christopher's Pediatric Associates Pulmonary - Jenkintown","3"
"1295379501","St. Christopher's Pediatric Associates Cardiology - Jenkintown","3"
"1295826915","Maternal Fetal Medicine - Tower Health Medical Group","3"
"1295826915","Maternal Fetal Medicine West Reading Tower Health Medical Group","3"
"1306480389","St. Christopher's Pediatric Associates Cardiology - E. Erie Avenue","3"
"1336019314","Pacific Vascular-Port Ludlow","5"
"1336721646","Reading Hospital Neurology Suite 104","3"
"1336721646","Reading Hospital Neurology Suite 210","3"
"1336721646","Reading Hospital Neurology Suite 2200","3"
"1336721646","Reading Hospital Neurology Suite 3020","3"
"1336783554","St. Christopher's Pediatric Associates Child Protection - Newtown Yardley","3"
"1336783554","St. Christopher's Pediatric Associates Child Protection - Yardley","3"
"1346884707","St. Christopher's Pediatric Associates Pathology - E. Erie Avenue","3"
"1346884756","St. Christopher's Pediatric Associates Adolescent Medicine PCP - E.","3"
"1346961588","Phoenixville Hospital Hematology Oncology","3"
"1376739441","Agape Dermatology","5"
"1386259141","Walker Companion Services, LLC","3"
"1386439909","Novant Health Imaging Hamptons Park","3"
"1396577516","Highbar","3"
"1396622940","RKM at Denham Springs Jr High","3"
"1407304223","Highbar","3"
"1417758988","Highbar","3"
"1447019468","Highbar","3"
"1447045067","Novant Health Imaging Copperfield","3"
"1457146060","Novant Health Imaging Village Point","3"
"1477019719","Clutch Pharmacy","3"
"1487365557","ICIO Prohealth Pharmacy - Pro Health Pharmacy-#4188","3"
"1487654638","Mechanicsburg Fire and EMS","3"
"1548222821","Rochester Hearing and Speech Center","3"
"1558417675","Pacific Vascular-Edmonds","3"
"1568946119","INTEGRIS Health Jim Thorpe Outpatient Rehab Hefner Pointe","3"
"1588992861","INTEGRIS Pharmacy 4188","3"
"1609324425","Highbar","3"
"1609663244","Primary Care Pharmacy","3"
"1609946128","GEM DRUGS","3"
"1619425436","Highbar","3"
"1629620042","Voyage Behavior","3"
"1639340748","Clay County Memorial Hospital","3"
"1679443659","Greenbelt comprehensive care","3"
"1679582175","Blue Hills Physical Therapy","3"
"1679614531","INTEGRIS Pharmacy 4185","3"
"1699172239","applied behavioral counseling","5"
"1699397729","AFC Urgent Care","3"
"1700499076","Capstone Vital Care","3"
"1720958796","JHU-5450 KNOLL NORTH DR STE 301-PROVIDER TYPE: 20-PHYSICIAN","3"
"1740326727","Mohave County Department of Public Health","3"
"1760905228","INTEGRIS Pharmacy 4172","3"
"1811405202","The Clinic Rx Pharmacy","3"
"1821599424","Red Tail Hawk BHS-OP","3"
"1831069806","Executive Home Care San Antonio North","3"
"1831647643","Highbar","3"
"1851472914","Highbar","3"
"1871479154","Highbar","3"
"1881127017","INTEGRIS Imaging","3"
"1891580429","Novant Health Imaging Kernersville West","3"
"1912410101","Highbar","3"
"1023845179","INTEGRIS HEALTH JIM THORPE REHABILITATION YMCA HEALTHY LIVING CENTER","3"
"1033320825","Integris Cochlear Implant Clinic","3"
"1043979693","Highbar","3"
"1053652438","Peak Behavioral Health","3"
"1073264156","Highbar","3"
"1083293450","Highbar","3"
"1114432507","The Clinic at Hobby Lobby","3"
"1124515317","Highbar","3"
"1134954506","PCC Austin Dental & Specialty Care Center","3"
"1134954506","PCC Dental & Specialty Clinic","3"
"1164524591","D/B/A-McPherson Medical and Surgical Associates","4"
"1164669503","INTEGRIS Health Jim Thorpe Rehabilitation Enid","3"
"1245708957","INTEGRIS Jim Thorpe Rehabilitation - Hobby Lobby","3"
"1285932962","LEWISGALE HOSPITAL ALLEGHANY","3"
"1295789246","HCA Healthcare Colleton Hospital","3"
"1306890389","LOS ROBLES HOSPITAL & MEDICAL CENTER","3"
"1306897277","Medical City Denton","3"
"1316379738","Tristar Summit Medical Center","3"
"1316775935","Medical City Mental Health and Wellness Center - Alliance","3"
"1326085424","HCA Florida JFK Hospital","3"
"1326092313","HCA Florida Woodmont Hospital","3"
"1326707282","Highbar","3"
"1346282142","RESEARCH MEDICAL CENTER","3"
"1346778602","HCA Houston Healthcare Tomball","3"
"1346970241","HCA Florida Aventura Hospital Inpatient Rehabilitation Center","3"
"1356089973","Vital Care of Boise","3"
"1356791826","Franwin Pharmacy Mineola Surgical","3"
"1366068488","St. Christopher's Pediatric Associates Allergy - E. Erie Avenue","3"
"1366496937","HCA Healthcare Trident Hospital","3"
"1366496937","Trident Medical Center","3"
"1376059097","Safe Harbor Behavioral Healthcare","3"
"1376061002","Pottstown Hospital","3"
"1386162014","Phoenixville Hospital","3"
"1386162014","Rehabilitation at Phoenixville Hospital","3"
"1386281608","PSYCHIATRY TOWER HEALTH MEDICAL GROUP RACE STREET","3"
"1386613834","The Plastic Surgery Center, PA","3"
"1396172516","Atrium Health Levine Children's Neurology","3"
"1396172516","NorthEast Pediatric Endocrinology","3"
"1396389805","St. Christophers Pediatric Associates Genetics - E. Erie Avenue","3"
"1407499148","PSYCHIATRY TOWER HEALTH MEDICAL GROUP ERIE AVENUE","3"
"1407570880","Reading Hospital Cardiology Hamburg","3"
"1407570880","Reading Hospital Cardiology Suite 100","3"
"1407570880","Reading Hospital Cardiology Suite 107","3"
"1407570880","Reading Hospital Cardiology West Reading","3"
"1417410390","Walker Companion Services, LLC","3"
"1417533704","Reading Hosptial IP Wound Care","3"
"1417591637","St. Christopher's Pediatric Associates General Surgery - E. Erie Ave","3"
"1417591645","St. Christopher's Pediatric Associates General Surgery - Sewell","3"
"1427149335","Education Fund West Reading Tower Health Medical Group","3"
"1427692821","St. Christopher's Pediatric Associates Pulmonary - Sewell","3"
"1437199601","Cardiothoracic Surgery - Tower Health Medical Group","3"
"1437199601","Cardiothoracic Surgery West Reading Tower Health Medical Group","3"
"1457784605","ABA Connect","3"
"1457784605","BrightPath Behavior","3"
"1457784605","ABA Connect","5"
"1457784605","Austin ABA Connect","5"
"1467045567","Lotus Recovery Centers of Prices Corner","3"
"1477090652","INTEGRIS Health Jim Thorpe Outpatient Rehabilitation Center","3"
"1477334886","Highbar","3"
"1508314329","Highbar","3"
"1528326022","Highbar","3"
"1598063521","Physical Therapy Now","3"
"1699223404","Highbar","3"
"1700403698","True Care Home Services","3"
"1750333936","INTEGRIS Medical Group","3"
"1770398554","INTEGRIS Health Jim Thorpe Rehabilitation Cancer Institute","3"
"1790253862","Home Rehab Network","4"
"1801936125","PMC Pharmacy","3"
"1821534736","Highbar","3"
"1821968819","All Endz Transport","3"
"1851186472","Novant Health Imaging Hickory","3"
"1851186480","Novant Health Imaging Park Center","3"
"1851827026","Highbar","3"
"1851920151","UBMC Clinic","3"
"1891329983","INTEGRIS Health Jim Thorpe Rehabilitation Mitch Park YMCA","3"
"1891513420","Psynergy Health Med PLLC","5"
"1912877911","COXHEALTH REHABILITATION HOSPITAL","3"
"1912877994","JHU-5500 E LOMBARD ST-PROVIDER TYPE: 20-PHYSICIAN","3"
"1922748086","INTEGRIS Health Jim Thorpe Rehabilitation Bethany YMCA","3"
"1982238077","INTEGRIS Health Jim Thorpe Rehabilitation Earlywine Park YMCA","3"
"1992186837","My Texas Ride","3"
"1003362179","Aurora Pharmacy #1360","3"
"1003362179","Aurora Prescription Dispensing Center","3"
"1063202299","Sage Counseling and Consultations","3"
"1174038749","Creekside Behavioral Health","3"
"1194367953","Illuminate Therapy","3"
"1205352051","Grace Hospice","3"
"1205706207","FASTEST LABS","3"
"1215762166","syed pharmacy","3"
"1306556139","Ambience In-Home Care","3"
"1326842865","ExpressCare of Hyattsville","5"
"1346035961","Novant Health Imaging South Sutton","3"
"1386514370","MASTER DENTAL CLINIC AIBONITO","5"
"1417832965","RKM at Denham Springs Elementary","3"
"1437029345","Home Health Solutions","3"
"1437795234","St. Christopher's Hospital for Children- Dental","3"
"1447051909","Reading Hospital Rheumatology Ste 120","3"
"1447272224","Certified Registered Nurse Anesthetist - Tower Health Medical Group","3"
"1447305578","Reading Hospital Outpatient Services","3"
"1457221368","JHU - MEDICINE/ID - PROVIDER TYPE: 20","3"
"1467987909","Anesthesiology - Tower Health Medical Group","3"
"1477423481","JHU-5501HOPKINS BAYVIEW FL1-PROVIDER TYPE :20-PHYSICIAN","3"
"1487200515","TheraCare Wellness","3"
"1487200515","Talk Therapy OC","5"
"1487343364","St Christophers Pediatric Associates Behavioral Health E Erie Avenue","3"
"1487545083","Elevate Therapy and Wellness","3"
"1487745105","Interventional Radiology - Tower Health Medical Group","3"
"1497293443","Pain Management West Reading Tower Health Medical Group","3"
"1497293443","Pain Management Wyomissing Tower Health Medical Group","3"
"1497844831","Reading Hospital Children's Health Center","3"
"1508466913","St. Christopher's Pediatric Associates Special Needs Specialists","3"
"1508940529","Urogynecology and Reconstructive Pelvic Surgery West Reading Tower Health Medical Group","3"
"1558177006","Eden Home Care","3"
"1558177006","Kansas City Advanced Healing","3"
"1558376475","GIANT EAGLE PHARMACY 17","3"
"1558376475","Giant Eagle Pharmacy 0097","3"
"1568201119","SYED PHARMACY","3"
"1578433488","JHU -5501 HOPKINS BAYVIEW FL2 - PROVIDER TYPE: 20 -PHYSICIAN","3"
"1598713075","CentraCare Laboratory Services","3"
"1609255793","CHASE MEDICAL PHARMACY","3"
"1609255793","Pharmor Pharmacy - Dearborn","3"
"1629863261","Novant Health Imaging Shelby","3"
"1649065285","Novant Health Imaging Welton","3"
"1659241560","Athol Memorial Hospital","3"
"1659241560","Athol Hospital Swing Bed Unit","5"
"1669770004","WellSpan Digestive Health","3"
"1710534961","Exempt Psychiatric Unit","5"
"1710984992","TRIGG COUNTY AMBULANCE SERVICE","3"
"1720962111","West Texas Family Care Clinic, PLLC","3"
"1740956150","The Natural BirthHouse","3"
"1811332257","Clutch Health","3"
"1811332257","Clutch Health Pharmacy","3"
"1811332257","Childress Outpost Pharmacy Inc.","4"
"1871019463","Grace Hospice","3"
"1871095281","The Natural BirthHouse","3"
"1952456857","Crossbridge Hospice","3"
"1952456857","HarmonyCares Hospice","3"
"1952456857","Grace Hospice","5"
"1952864951","BROAD STREET PHARMACY, LTC","5"
"1003142225","The Boutique at Smilow","3"
"1003519331","Lab Specimen Yale New Haven Hospital","5"
"1003841842","Gem Drugs Vital Care","3"
"1053668012","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medicine","3"
"1053668012","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1093685919","French Creek Family Dental","3"
"1114042322","LEON MEDICAL CENTERS","3"
"1114517380","Forward Spine Center","3"
"1124998034","JHU - MEDICINE/ENDOCRINE - PROVIDER TYPE: 20","3"
"1134099047","Pharmacy of Grace Shawnee","3"
"1194237735","Medicine Shoppe","3"
"1205391588","Sanctuary-OGA","3"
"1215337266","Home Health Solutions","3"
"1215736525","Delta Oral Maxillofacial and Implant Surgery","3"
"1225035389","Bayou Region Hospice","3"
"1255043006","Perceptive Path Counseling","3"
"1255043006","Perceptive Path Counseling & Therapy","3"
"1295605111","Pro-Optix Optometry and Dry Eye Center","3"
"1306376074","Brookestone Of David City","3"
"1306376074","David Place","3"
"1306961248","LEON MEDICAL CENTERS","3"
"1316697600","Springfield Clinic Teutopolis Runde","5"
"1336154152","The Center for Special Surgery of Hawthorne","3"
"1346913530","Advanced Diabetes Supply","3"
"1356211270","Max Dental Club","3"
"1366765166","Affinity Clinic","3"
"1386491017","Onward Psychiatry Solutions","3"
"1396742219","Rocky Mountain Care - Evanston","3"
"1396931432","Springfield Clinic Rural Health Newton","3"
"1437369030","Carlinville Rural Health","5"
"1518501733","St. Christopher's Pediatric Associates Critical Care - E. Erie Avenue","3"
"1528178720","MEDICINE SHOPPE #503","3"
"1528603875","St. Christopher's Pediatric Associates Anesthesiology - E. Erie Avenue","3"
"1528677192","Reading Hospital Gynecologic Oncology","3"
"1528782042","Springfield Clinic Peoria ASC","3"
